"x","predicted","std.error","conf.low","conf.high","response.level","group"
0.054390497,0.488229361297876,0.0476718864750236,0.394794180731748,0.581664541864005,"1","offshore"
0.054390497,0.140106195578567,0.00694875553602412,0.126486884990586,0.153725506166548,"2","offshore"
0.054390497,0.13695012592898,0.010392316564787,0.116581559746059,0.157318692111902,"3","offshore"
0.054390497,0.167209824076296,0.0223950127093644,0.123316405732625,0.211103242419967,"4","offshore"
0.054390497,0.0541644390539819,0.0126204953587385,0.0294287226837996,0.0789001554241642,"5","offshore"
0.054390497,0.0133400540642987,0.0039605062979943,0.00557760435968584,0.0211025037689116,"6","offshore"
0.054390497,0.393189172772194,0.0602488089456887,0.275103677127209,0.511274668417178,"1","inshore"
0.054390497,0.140097272860564,0.00717728388738956,0.126030054934461,0.154164490786667,"2","inshore"
0.054390497,0.14973844142653,0.00943114322517387,0.13125374037215,0.16822314248091,"3","inshore"
0.054390497,0.210501397083704,0.0279544723360794,0.155711638098168,0.265291156069241,"4","inshore"
0.054390497,0.0836676896541682,0.0225995898206493,0.0393733075403176,0.127962071768019,"5","inshore"
0.054390497,0.0228060262028394,0.00838023648359364,0.00638106451306732,0.0392309878926116,"6","inshore"
0.0575154017676768,0.488158454830662,0.0468962525523281,0.396243488818204,0.58007342084312,"1","offshore"
0.0575154017676768,0.140109297494368,0.00693703581094444,0.126512957145452,0.153705637843283,"2","offshore"
0.0575154017676768,0.136961892536379,0.0102918107137991,0.116790314201629,0.157133470871129,"3","offshore"
0.0575154017676768,0.167242308029716,0.0220511450892807,0.124022857836859,0.210461758222574,"4","offshore"
0.0575154017676768,0.0541826928624343,0.0124321955924545,0.029816037252466,0.0785493484724026,"5","offshore"
0.0575154017676768,0.0133453542464411,0.0039104105682988,0.00568109036781066,0.0210096181250716,"6","offshore"
0.0575154017676768,0.397237160203738,0.059694903640303,0.280237299008156,0.514237021399321,"1","inshore"
0.0575154017676768,0.140275962173099,0.00707995698687917,0.126399501466723,0.154152422879475,"2","inshore"
0.0575154017676768,0.149329913505217,0.00951432758437014,0.130682174102736,0.167977652907699,"3","inshore"
0.0575154017676768,0.20868800609463,0.0277530881096214,0.154292952940006,0.263083059249255,"4","inshore"
0.0575154017676768,0.0821853074384081,0.0220712486314214,0.0389264550269933,0.125444159849823,"5","inshore"
0.0575154017676768,0.0222836505849068,0.00811004060719745,0.00638826308164242,0.0381790380881711,"6","inshore"
0.0606403065353535,0.488087549120957,0.0461233902717493,0.397687365343444,0.578487732898471,"1","offshore"
0.0606403065353535,0.140112394989125,0.00692555752037714,0.126538551676325,0.153686238301925,"2","offshore"
0.0606403065353535,0.136973655992048,0.0101923850476354,0.116996948382118,0.156950363601978,"3","offshore"
0.0606403065353535,0.167274791907896,0.0217088695276498,0.124726189488623,0.209823394327169,"4","offshore"
0.0606403065353535,0.0542009515228095,0.0122447365514221,0.0302017088818409,0.078200194163778,"5","offshore"
0.0606403065353535,0.0133506564671637,0.00386063993750812,0.00578394123237083,0.0209173717019566,"6","offshore"
0.0606403065353535,0.401297941500567,0.059139034178779,0.285387564429677,0.517208318571457,"1","inshore"
0.0606403065353535,0.140438653336166,0.00699291231097734,0.126732797059604,0.154144509612729,"2","inshore"
0.0606403065353535,0.148906344116803,0.00959370590718355,0.130103026060454,0.167709662173152,"3","inshore"
0.0606403065353535,0.206864286567589,0.0275458549246839,0.152875402991844,0.260853170143335,"4","inshore"
0.0606403065353535,0.0807201593604808,0.0215508221247792,0.0384813241586845,0.122958994562277,"5","inshore"
0.0606403065353535,0.0217726151183939,0.00784834560967222,0.00639014038521329,0.0371550898515745,"6","inshore"
0.0637652113030303,0.488016644171149,0.0453534404566351,0.399125534301162,0.576907754041135,"1","offshore"
0.0637652113030303,0.140115488062295,0.00691432003648564,0.1265636698132,0.153667306311391,"2","offshore"
0.0637652113030303,0.136985416295264,0.010094068289859,0.117201405989652,0.156769426600875,"3","offshore"
0.0637652113030303,0.167307275708548,0.0213682625754359,0.125426250648498,0.209188300768597,"4","offshore"
0.0637652113030303,0.0542192150355466,0.0120581637185537,0.0305856484274938,0.0778527816435994,"5","offshore"
0.0637652113030303,0.013355960727198,0.00381120951790691,0.00588612733456422,0.0208257941198318,"6","offshore"
0.0637652113030303,0.405371118301844,0.0585817079671389,0.290553080533409,0.520189156070279,"1","inshore"
0.0637652113030303,0.140585248713685,0.00691604260370144,0.127030054294886,0.154140443132485,"2","inshore"
0.0637652113030303,0.148467917316394,0.00966916391101044,0.129516704290199,0.167419130342589,"3","inshore"
0.0637652113030303,0.205030662268926,0.0273331661719054,0.151458640988543,0.258602683549309,"4","inshore"
0.0637652113030303,0.0792723520783294,0.0210385324814864,0.03803758612704,0.120507118029619,"5","inshore"
0.0637652113030303,0.0212727013208216,0.00759495408447651,0.00638686485101226,0.0361585377906309,"6","inshore"
0.0668901160707071,0.487945739983622,0.0445865530982788,0.400557701716213,0.575333778251031,"1","offshore"
0.0668901160707071,0.140118576713334,0.00690332270652068,0.126588312834896,0.153648840591772,"2","offshore"
0.0668901160707071,0.136997173445301,0.00999688993147818,0.117403629222192,0.156590717668409,"3","offshore"
0.0668901160707071,0.167339759429384,0.0210294053516289,0.126122882323897,0.20855663653487,"4","offshore"
0.0668901160707071,0.0542374834010844,0.0118725252485584,0.0309677615083676,0.0775072052938012,"5","offshore"
0.0668901160707071,0.0133612670272755,0.00376213513002223,0.00598761766745899,0.020734916387092,"6","offshore"
0.0668901160707071,0.409456284577543,0.0580234513558834,0.2957324096613,0.523180159493786,"1","inshore"
0.0668901160707071,0.140715661385047,0.00684917770876903,0.127291519752145,0.154139803017948,"2","inshore"
0.0668901160707071,0.148014818295813,0.00974062178504126,0.128923550410106,0.16710608618152,"3","inshore"
